,Date,Visitor,G,Home,G.1,Unnamed: 5,Att.,LOG,Notes
126,2022-10-29,Chicago Blackhawks,3.0,Buffalo Sabres,4.0,OT,14547.0,2:31,
127,2022-10-29,Edmonton Oilers,3.0,Calgary Flames,2.0,,19289.0,2:30,
128,2022-10-29,New York Rangers,6.0,Dallas Stars,3.0,,18532.0,2:28,
129,2022-10-29,Minnesota Wild,1.0,Detroit Red Wings,2.0,,17364.0,2:15,
130,2022-10-29,Ottawa Senators,3.0,Florida Panthers,5.0,,15577.0,2:38,
131,2022-10-29,Toronto Maple Leafs,2.0,Los Angeles Kings,4.0,,17530.0,2:28,
132,2022-10-29,Washington Capitals,3.0,Nashville Predators,0.0,,17159.0,2:32,
133,2022-10-29,Colorado Avalanche,4.0,New York Islanders,5.0,,17255.0,2:30,
134,2022-10-29,Carolina Hurricanes,4.0,Philadelphia Flyers,3.0,OT,13335.0,2:40,
135,2022-10-29,Pittsburgh Penguins,1.0,Seattle Kraken,3.0,,17151.0,2:33,
136,2022-10-29,Tampa Bay Lightning,4.0,San Jose Sharks,3.0,,15122.0,2:17,
137,2022-10-29,Montreal Canadiens,7.0,St. Louis Blues,4.0,,18096.0,2:27,
