,Date,Visitor,G,Home,G.1,Unnamed: 5,Att.,LOG,Notes
110,2022-10-27,Detroit Red Wings,1.0,Boston Bruins,5.0,,17850.0,2:31,
111,2022-10-27,Montreal Canadiens,3.0,Buffalo Sabres,2.0,,12735.0,2:21,
112,2022-10-27,Edmonton Oilers,6.0,Chicago Blackhawks,5.0,,13685.0,2:38,
113,2022-10-27,Washington Capitals,0.0,Dallas Stars,2.0,,18235.0,2:25,
114,2022-10-27,Winnipeg Jets,6.0,Los Angeles Kings,4.0,,15716.0,2:25,
115,2022-10-27,St. Louis Blues,2.0,Nashville Predators,6.0,,17159.0,2:19,
116,2022-10-27,Minnesota Wild,4.0,Ottawa Senators,2.0,,13870.0,2:35,
117,2022-10-27,Florida Panthers,3.0,Philadelphia Flyers,4.0,,14871.0,2:37,
118,2022-10-27,Vancouver Canucks,5.0,Seattle Kraken,4.0,,17151.0,2:31,
119,2022-10-27,Toronto Maple Leafs,3.0,San Jose Sharks,4.0,OT,12507.0,2:21,
