,Date,Visitor,G,Home,G.1,Unnamed: 5,Att.,LOG,Notes
845,2023-02-12,Edmonton Oilers,,Montreal Canadiens,,,,,
846,2023-02-12,Seattle Kraken,,Philadelphia Flyers,,,,,
847,2023-02-12,Anaheim Ducks,,Vegas Golden Knights,,,,,
848,2023-02-12,San Jose Sharks,,Washington Capitals,,,,,
