,Date,Visitor,G,Home,G.1,Unnamed: 5,Att.,LOG,Notes
627,2023-01-07,Minnesota Wild,,Buffalo Sabres,,,,,
628,2023-01-07,Carolina Hurricanes,,Columbus Blue Jackets,,,,,
629,2023-01-07,Colorado Avalanche,,Edmonton Oilers,,,,,
630,2023-01-07,St. Louis Blues,,Montreal Canadiens,,,,,
631,2023-01-07,New York Rangers,,New Jersey Devils,,,,,
632,2023-01-07,Seattle Kraken,,Ottawa Senators,,,,,
633,2023-01-07,Boston Bruins,,San Jose Sharks,,,,,
634,2023-01-07,Detroit Red Wings,,Toronto Maple Leafs,,,,,
635,2023-01-07,Los Angeles Kings,,Vegas Golden Knights,,,,,
