,Date,Visitor,G,Home,G.1,Unnamed: 5,Att.,LOG,Notes
657,2023-01-11,Edmonton Oilers,,Anaheim Ducks,,,,,
658,2023-01-11,San Jose Sharks,,Los Angeles Kings,,,,,
659,2023-01-11,Washington Capitals,,Philadelphia Flyers,,,,,
660,2023-01-11,Nashville Predators,,Toronto Maple Leafs,,,,,
