,Date,Visitor,G,Home,G.1,Unnamed: 5,Att.,LOG,Notes
73,2022-10-22,Minnesota Wild,3.0,Boston Bruins,4.0,OT,17850.0,2:42,
74,2022-10-22,Pittsburgh Penguins,6.0,Columbus Blue Jackets,3.0,,18051.0,2:35,
75,2022-10-22,Carolina Hurricanes,2.0,Calgary Flames,3.0,OT,17210.0,2:27,
76,2022-10-22,St. Louis Blues,2.0,Edmonton Oilers,0.0,,17102.0,2:12,
77,2022-10-22,Dallas Stars,5.0,Montreal Canadiens,2.0,,21105.0,2:27,
78,2022-10-22,San Jose Sharks,1.0,New Jersey Devils,2.0,,11037.0,2:31,
79,2022-10-22,Philadelphia Flyers,3.0,Nashville Predators,1.0,,17470.0,2:34,
80,2022-10-22,Arizona Coyotes,2.0,Ottawa Senators,6.0,,15107.0,2:30,
81,2022-10-22,New York Islanders,3.0,Tampa Bay Lightning,5.0,,19092.0,2:31,
82,2022-10-22,Buffalo Sabres,5.0,Vancouver Canucks,1.0,,18809.0,2:26,
83,2022-10-22,Colorado Avalanche,3.0,Vegas Golden Knights,2.0,,18207.0,2:29,
84,2022-10-22,Toronto Maple Leafs,4.0,Winnipeg Jets,1.0,,15325.0,2:23,
85,2022-10-22,Los Angeles Kings,3.0,Washington Capitals,4.0,,18573.0,2:27,
