,Date,Visitor,G,Home,G.1,Unnamed: 5,Att.,LOG,Notes
1294,2023-04-12,San Jose Sharks,,Calgary Flames,,,,,
1295,2023-04-12,Montreal Canadiens,,New York Islanders,,,,,
1296,2023-04-12,Dallas Stars,,St. Louis Blues,,,,,
