,Date,Visitor,G,Home,G.1,Unnamed: 5,Att.,LOG,Notes
375,2022-12-02,Nashville Predators,,New York Islanders,,,,,
376,2022-12-02,Ottawa Senators,,New York Rangers,,,,,
377,2022-12-02,Columbus Blue Jackets,,Winnipeg Jets,,,,,
