,Date,Visitor,G,Home,G.1,Unnamed: 5,Att.,LOG,Notes
300,2022-11-22,New York Rangers,,Los Angeles Kings,,,,,
301,2022-11-22,Buffalo Sabres,,Montreal Canadiens,,,,,
