,Date,Visitor,G,Home,G.1,Unnamed: 5,Att.,LOG,Notes
916,2023-02-22,Calgary Flames,,Arizona Coyotes,,,,,
917,2023-02-22,Chicago Blackhawks,,Dallas Stars,,,,,
918,2023-02-22,Winnipeg Jets,,New York Islanders,,,,,
