,Date,Visitor,G,Home,G.1,Unnamed: 5,Att.,LOG,Notes
290,2022-11-21,Colorado Avalanche,3.0,Dallas Stars,2.0,SO,18532.0,2:44,
291,2022-11-21,Edmonton Oilers,2.0,New Jersey Devils,5.0,,16514.0,2:23,
292,2022-11-21,Arizona Coyotes,3.0,Nashville Predators,4.0,SO,17159.0,2:46,
293,2022-11-21,Calgary Flames,5.0,Philadelphia Flyers,2.0,,17896.0,2:21,
294,2022-11-21,Ottawa Senators,1.0,San Jose Sharks,5.0,,11295.0,2:26,
295,2022-11-21,Anaheim Ducks,1.0,St. Louis Blues,3.0,,18096.0,2:21,
296,2022-11-21,Boston Bruins,5.0,Tampa Bay Lightning,3.0,,19092.0,2:29,
297,2022-11-21,New York Islanders,3.0,Toronto Maple Leafs,2.0,OT,18494.0,2:32,
298,2022-11-21,Vegas Golden Knights,5.0,Vancouver Canucks,4.0,,18558.0,2:37,
299,2022-11-21,Carolina Hurricanes,3.0,Winnipeg Jets,4.0,OT,,2:19,
