,Date,Visitor,G,Home,G.1,Unnamed: 5,Att.,LOG,Notes
798,2023-01-29,Boston Bruins,,Carolina Hurricanes,,,,,
799,2023-01-29,Washington Capitals,,Toronto Maple Leafs,,,,,
