,Date,Visitor,G,Home,G.1,Unnamed: 5,Att.,LOG,Notes
806,2023-02-06,Minnesota Wild,,Arizona Coyotes,,,,,
807,2023-02-06,Anaheim Ducks,,Dallas Stars,,,,,
808,2023-02-06,Tampa Bay Lightning,,Florida Panthers,,,,,
809,2023-02-06,Vancouver Canucks,,New Jersey Devils,,,,,
810,2023-02-06,Calgary Flames,,New York Rangers,,,,,
811,2023-02-06,New York Islanders,,Philadelphia Flyers,,,,,
