,Date,Visitor,G,Home,G.1,Unnamed: 5,Att.,LOG,Notes
97,2022-10-25,Dallas Stars,1.0,Boston Bruins,3.0,,17850.0,2:27,
98,2022-10-25,Arizona Coyotes,6.0,Columbus Blue Jackets,3.0,,14498.0,2:33,
99,2022-10-25,Pittsburgh Penguins,1.0,Calgary Flames,4.0,,17628.0,2:28,
100,2022-10-25,Florida Panthers,2.0,Chicago Blackhawks,4.0,,12859.0,2:28,
101,2022-10-25,New Jersey Devils,6.0,Detroit Red Wings,2.0,,16546.0,2:27,
102,2022-10-25,Tampa Bay Lightning,2.0,Los Angeles Kings,4.0,,16480.0,2:26,
103,2022-10-25,Minnesota Wild,3.0,Montreal Canadiens,1.0,,20867.0,2:24,
104,2022-10-25,Colorado Avalanche,3.0,New York Rangers,2.0,SO,18006.0,2:47,
105,2022-10-25,Buffalo Sabres,1.0,Seattle Kraken,5.0,,17151.0,2:21,
106,2022-10-25,Vegas Golden Knights,4.0,San Jose Sharks,2.0,,12003.0,2:26,
