,Date,Visitor,G,Home,G.1,Unnamed: 5,Att.,LOG,Notes
480,2022-12-16,New York Islanders,,Arizona Coyotes,,,,,
481,2022-12-16,St. Louis Blues,,Calgary Flames,,,,,
482,2022-12-16,Chicago Blackhawks,,Minnesota Wild,,,,,
