,Date,Visitor,G,Home,G.1,Unnamed: 5,Att.,LOG,Notes
1225,2023-04-03,Nashville Predators,,Dallas Stars,,,,,
1226,2023-04-03,Vegas Golden Knights,,Minnesota Wild,,,,,
1227,2023-04-03,Arizona Coyotes,,Seattle Kraken,,,,,
