,Date,Visitor,G,Home,G.1,Unnamed: 5,Att.,LOG,Notes
690,2023-01-15,Vancouver Canucks,,Carolina Hurricanes,,,,,
691,2023-01-15,Montreal Canadiens,,New York Rangers,,,,,
692,2023-01-15,Arizona Coyotes,,Winnipeg Jets,,,,,
