,Date,Visitor,G,Home,G.1,Unnamed: 5,Att.,LOG,Notes
345,2022-11-28,Tampa Bay Lightning,,Buffalo Sabres,,,,,
346,2022-11-28,Vegas Golden Knights,,Columbus Blue Jackets,,,,,
347,2022-11-28,Toronto Maple Leafs,,Detroit Red Wings,,,,,
348,2022-11-28,Florida Panthers,,Edmonton Oilers,,,,,
349,2022-11-28,New Jersey Devils,,New York Rangers,,,,,
350,2022-11-28,Dallas Stars,,St. Louis Blues,,,,,
