,Date,Visitor,G,Home,G.1,Unnamed: 5,Att.,LOG,Notes
1000,2023-03-05,New Jersey Devils,,Arizona Coyotes,,,,,
1001,2023-03-05,Tampa Bay Lightning,,Carolina Hurricanes,,,,,
1002,2023-03-05,Seattle Kraken,,Colorado Avalanche,,,,,
1003,2023-03-05,Detroit Red Wings,,Philadelphia Flyers,,,,,
1004,2023-03-05,Montreal Canadiens,,Vegas Golden Knights,,,,,
