,Date,Visitor,G,Home,G.1,Unnamed: 5,Att.,LOG,Notes
1021,2023-03-08,Chicago Blackhawks,,Detroit Red Wings,,,,,
1022,2023-03-08,Anaheim Ducks,,Vancouver Canucks,,,,,
1023,2023-03-08,Minnesota Wild,,Winnipeg Jets,,,,,
