,Date,Visitor,G,Home,G.1,Unnamed: 5,Att.,LOG,Notes
10,2022-10-13,Ottawa Senators,1.0,Buffalo Sabres,4.0,,15364.0,2:21,
11,2022-10-13,Colorado Avalanche,3.0,Calgary Flames,5.0,,19289.0,2:35,
12,2022-10-13,Seattle Kraken,4.0,Los Angeles Kings,1.0,,15645.0,2:28,
13,2022-10-13,New York Rangers,7.0,Minnesota Wild,3.0,,18612.0,2:31,
14,2022-10-13,Dallas Stars,4.0,Nashville Predators,1.0,,17692.0,2:26,
15,2022-10-13,Florida Panthers,3.0,New York Islanders,1.0,,17255.0,2:36,
16,2022-10-13,New Jersey Devils,2.0,Philadelphia Flyers,5.0,,19107.0,2:34,
17,2022-10-13,Arizona Coyotes,2.0,Pittsburgh Penguins,6.0,,18355.0,2:34,
18,2022-10-13,Washington Capitals,2.0,Toronto Maple Leafs,3.0,,18914.0,2:33,
19,2022-10-13,Chicago Blackhawks,0.0,Vegas Golden Knights,1.0,,18467.0,2:27,
