,Date,Visitor,G,Home,G.1,Unnamed: 5,Att.,LOG,Notes
210,2022-11-10,Calgary Flames,1.0,Boston Bruins,3.0,,17850.0,2:28,
211,2022-11-10,Vegas Golden Knights,7.0,Buffalo Sabres,4.0,,15757.0,2:37,
212,2022-11-10,Edmonton Oilers,2.0,Carolina Hurricanes,7.0,,18118.0,2:22,
213,2022-11-10,Philadelphia Flyers,2.0,Columbus Blue Jackets,5.0,,15490.0,2:37,
214,2022-11-10,Nashville Predators,3.0,Colorado Avalanche,5.0,,18134.0,2:34,
215,2022-11-10,New York Rangers,8.0,Detroit Red Wings,2.0,,18869.0,2:20,
216,2022-11-10,Chicago Blackhawks,1.0,Los Angeles Kings,2.0,OT,16443.0,2:33,
217,2022-11-10,Ottawa Senators,3.0,New Jersey Devils,4.0,OT,13806.0,2:35,
218,2022-11-10,Arizona Coyotes,2.0,New York Islanders,0.0,,17255.0,2:28,
219,2022-11-10,San Jose Sharks,3.0,St. Louis Blues,5.0,,18096.0,2:24,
