,Date,Visitor,G,Home,G.1,Unnamed: 5,Att.,LOG,Notes
818,2023-02-08,Minnesota Wild,,Dallas Stars,,,,,
819,2023-02-08,Vancouver Canucks,,New York Rangers,,,,,
