,Date,Visitor,G,Home,G.1,Unnamed: 5,Att.,LOG,Notes
1107,2023-03-19,Vancouver Canucks,,Anaheim Ducks,,,,,
1108,2023-03-19,Boston Bruins,,Buffalo Sabres,,,,,
1109,2023-03-19,Washington Capitals,,Minnesota Wild,,,,,
1110,2023-03-19,Nashville Predators,,New York Rangers,,,,,
1111,2023-03-19,Winnipeg Jets,,St. Louis Blues,,,,,
1112,2023-03-19,New Jersey Devils,,Tampa Bay Lightning,,,,,
1113,2023-03-19,Columbus Blue Jackets,,Vegas Golden Knights,,,,,
