,Date,Visitor,G,Home,G.1,Unnamed: 5,Att.,LOG,Notes
779,2023-01-27,San Jose Sharks,,Carolina Hurricanes,,,,,
780,2023-01-27,New Jersey Devils,,Dallas Stars,,,,,
781,2023-01-27,Los Angeles Kings,,Florida Panthers,,,,,
782,2023-01-27,Detroit Red Wings,,New York Islanders,,,,,
783,2023-01-27,Vegas Golden Knights,,New York Rangers,,,,,
784,2023-01-27,Calgary Flames,,Seattle Kraken,,,,,
785,2023-01-27,Ottawa Senators,,Toronto Maple Leafs,,,,,
786,2023-01-27,Columbus Blue Jackets,,Vancouver Canucks,,,,,
