,Date,Visitor,G,Home,G.1,Unnamed: 5,Att.,LOG,Notes
594,2023-01-02,Philadelphia Flyers,,Anaheim Ducks,,,,,
595,2023-01-02,Pittsburgh Penguins,,Boston Bruins,,,,,"at Fenway Park (Boston, MA)"
596,2023-01-02,Vegas Golden Knights,,Colorado Avalanche,,,,,
