,Date,Visitor,G,Home,G.1,Unnamed: 5,Att.,LOG,Notes
745,2023-01-22,Vegas Golden Knights,,Arizona Coyotes,,,,,
746,2023-01-22,San Jose Sharks,,Boston Bruins,,,,,
747,2023-01-22,Los Angeles Kings,,Chicago Blackhawks,,,,,
748,2023-01-22,Pittsburgh Penguins,,New Jersey Devils,,,,,
749,2023-01-22,Winnipeg Jets,,Philadelphia Flyers,,,,,
