,Date,Visitor,G,Home,G.1,Unnamed: 5,Att.,LOG,Notes
711,2023-01-18,Colorado Avalanche,,Calgary Flames,,,,,
712,2023-01-18,Boston Bruins,,New York Islanders,,,,,
713,2023-01-18,Pittsburgh Penguins,,Ottawa Senators,,,,,
714,2023-01-18,Dallas Stars,,San Jose Sharks,,,,,
715,2023-01-18,Tampa Bay Lightning,,Vancouver Canucks,,,,,
