,Date,Visitor,G,Home,G.1,Unnamed: 5,Att.,LOG,Notes
644,2023-01-09,Edmonton Oilers,,Los Angeles Kings,,,,,
645,2023-01-09,Seattle Kraken,,Montreal Canadiens,,,,,
646,2023-01-09,Nashville Predators,,Ottawa Senators,,,,,
