,Date,Visitor,G,Home,G.1,Unnamed: 5,Att.,LOG,Notes
501,2022-12-19,Montreal Canadiens,,Arizona Coyotes,,,,,
502,2022-12-19,Florida Panthers,,Boston Bruins,,,,,
503,2022-12-19,Dallas Stars,,Columbus Blue Jackets,,,,,
504,2022-12-19,New York Islanders,,Colorado Avalanche,,,,,
505,2022-12-19,Edmonton Oilers,,Nashville Predators,,,,,
506,2022-12-19,St. Louis Blues,,Vancouver Canucks,,,,,
507,2022-12-19,Buffalo Sabres,,Vegas Golden Knights,,,,,
508,2022-12-19,Detroit Red Wings,,Washington Capitals,,,,,
