,Date,Visitor,G,Home,G.1,Unnamed: 5,Att.,LOG,Notes
608,2023-01-04,Dallas Stars,,Anaheim Ducks,,,,,
609,2023-01-04,New Jersey Devils,,Detroit Red Wings,,,,,
610,2023-01-04,Tampa Bay Lightning,,Minnesota Wild,,,,,
