,Date,Visitor,G,Home,G.1,Unnamed: 5,Att.,LOG,Notes
418,2022-12-08,Ottawa Senators,,Dallas Stars,,,,,
419,2022-12-08,Detroit Red Wings,,Florida Panthers,,,,,
420,2022-12-08,Winnipeg Jets,,St. Louis Blues,,,,,
421,2022-12-08,Nashville Predators,,Tampa Bay Lightning,,,,,
422,2022-12-08,Los Angeles Kings,,Toronto Maple Leafs,,,,,
