,Date,Visitor,G,Home,G.1,Unnamed: 5,Att.,LOG,Notes
895,2023-02-19,Columbus Blue Jackets,,Arizona Coyotes,,,,,
896,2023-02-19,Toronto Maple Leafs,,Chicago Blackhawks,,,,,
897,2023-02-19,Edmonton Oilers,,Colorado Avalanche,,,,,
898,2023-02-19,Nashville Predators,,Minnesota Wild,,,,,
899,2023-02-19,Winnipeg Jets,,New Jersey Devils,,,,,
900,2023-02-19,St. Louis Blues,,Ottawa Senators,,,,,
