,Date,Visitor,G,Home,G.1,Unnamed: 5,Att.,LOG,Notes
1146,2023-03-24,New Jersey Devils,,Buffalo Sabres,,,,,
1147,2023-03-24,New York Islanders,,Columbus Blue Jackets,,,,,
1148,2023-03-24,Arizona Coyotes,,Colorado Avalanche,,,,,
