,Rk,Wk,Date,Time,Day,Winner,Pts,Unnamed: 7,Loser,Pts.1,Notes
859,846,15,"Dec 3, 2022",4:00 PM,Sat,Fresno State,,@,Boise State,,
860,847,15,"Dec 3, 2022",4:00 PM,Sat,(6) Louisiana State,,N,(1) Georgia,,
861,848,15,"Dec 3, 2022",8:00 PM,Sat,(18) North Carolina,,N,(7) Clemson,,
