,Rk,Wk,Date,Time,Day,Winner,Pts,Unnamed: 7,Loser,Pts.1,Notes
734,723,13,"Nov 19, 2022",9:00 PM,Sat,Air Force,24,,Colorado State,12,
735,724,13,"Nov 19, 2022",3:30 PM,Sat,Akron,0,@,Buffalo,0,
736,725,13,"Nov 19, 2022",12:00 PM,Sat,(8) Alabama,34,,Austin Peay,0,
737,726,13,"Nov 19, 2022",2:30 PM,Sat,Appalachian State,27,,Old Dominion,14,
738,727,13,"Nov 19, 2022",7:30 PM,Sat,Arkansas,42,,(14) Mississippi,27,
739,728,13,"Nov 19, 2022",12:00 PM,Sat,Army,34,,Connecticut,17,
740,729,13,"Nov 19, 2022",5:00 PM,Sat,Auburn,41,,Western Kentucky,17,
741,730,13,"Nov 19, 2022",7:00 PM,Sat,Boise State,20,@,Wyoming,17,
742,731,13,"Nov 19, 2022",3:30 PM,Sat,Brigham Young,52,,Utah Tech,26,
743,732,13,"Nov 19, 2022",5:30 PM,Sat,California,27,,Stanford,20,
744,733,13,"Nov 19, 2022",3:30 PM,Sat,Charlotte,26,,Louisiana Tech,21,
745,734,13,"Nov 19, 2022",4:00 PM,Sat,(22) Cincinnati,23,@,Temple,3,
746,735,13,"Nov 19, 2022",3:30 PM,Sat,(9) Clemson,40,,Miami (FL),10,
747,736,13,"Nov 19, 2022",3:30 PM,Sat,(23) Coastal Carolina,0,@,Virginia,0,
748,737,13,"Nov 19, 2022",12:00 PM,Sat,(20) Florida State,49,,Louisiana,17,
749,738,13,"Nov 19, 2022",10:30 PM,Sat,Fresno State,41,@,Nevada,14,
750,739,13,"Nov 19, 2022",3:30 PM,Sat,(1) Georgia,16,@,Kentucky,6,
751,740,13,"Nov 19, 2022",5:30 PM,Sat,Georgia Tech,21,@,(13) North Carolina,17,
752,741,13,"Nov 19, 2022",11:00 PM,Sat,Hawaii,31,,Nevada-Las Vegas,25,
753,742,13,"Nov 19, 2022",2:00 PM,Sat,Houston,42,@,East Carolina,3,
754,743,13,"Nov 19, 2022",12:00 PM,Sat,Indiana,39,@,Michigan State,31,
755,744,13,"Nov 19, 2022",4:00 PM,Sat,Iowa,13,@,Minnesota,10,
756,745,13,"Nov 19, 2022",2:00 PM,Sat,James Madison,42,,Georgia State,40,
757,746,13,"Nov 19, 2022",2:00 PM,Sat,(19) Kansas State,48,@,West Virginia,31,
758,747,13,"Nov 19, 2022",9:00 PM,Sat,(6) Louisiana State,41,,Alabama-Birmingham,10,
759,748,13,"Nov 19, 2022",3:30 PM,Sat,Louisville,25,,North Carolina State,10,
760,749,13,"Nov 19, 2022",6:00 PM,Sat,Marshall,23,@,Georgia Southern,10,
761,750,13,"Nov 19, 2022",2:00 PM,Sat,Memphis,59,,North Alabama,0,
762,751,13,"Nov 19, 2022",12:00 PM,Sat,(3) Michigan,19,,Illinois,17,
763,752,13,"Nov 19, 2022",3:30 PM,Sat,Middle Tennessee State,49,,Florida Atlantic,21,
764,753,13,"Nov 19, 2022",12:00 PM,Sat,Mississippi State,56,,East Tennessee State,7,
765,754,13,"Nov 19, 2022",7:30 PM,Sat,Missouri,45,,New Mexico State,14,
766,755,13,"Nov 19, 2022",11:00 AM,Sat,Navy,17,@,(17) Central Florida,14,
767,756,13,"Nov 19, 2022",2:30 PM,Sat,(18) Notre Dame,44,,Boston College,0,
768,757,13,"Nov 19, 2022",3:30 PM,Sat,(2) Ohio State,43,@,Maryland,30,
769,758,13,"Nov 19, 2022",7:30 PM,Sat,Oklahoma,28,,(24) Oklahoma State,13,
770,759,13,"Nov 19, 2022",10:30 PM,Sat,(12) Oregon,20,,(10) Utah,17,
771,760,13,"Nov 19, 2022",2:15 PM,Sat,(25) Oregon State,31,@,Arizona State,7,
772,761,13,"Nov 19, 2022",3:30 PM,Sat,(11) Penn State,55,@,Rutgers,10,
773,762,13,"Nov 19, 2022",12:00 PM,Sat,Pittsburgh,28,,Duke,26,
774,763,13,"Nov 19, 2022",12:00 PM,Sat,Purdue,17,,Northwestern,9,
775,764,13,"Nov 19, 2022",3:30 PM,Sat,South Alabama,27,@,Southern Mississippi,20,
776,765,13,"Nov 19, 2022",7:00 PM,Sat,South Carolina,63,,(5) Tennessee,38,
777,766,13,"Nov 19, 2022",8:00 PM,Sat,(7) Southern California,48,@,(16) UCLA,45,
778,767,13,"Nov 19, 2022",3:30 PM,Sat,Texas,55,@,Kansas,14,
779,768,13,"Nov 19, 2022",1:00 PM,Sat,Texas A&M,20,,Massachusetts,3,
780,769,13,"Nov 19, 2022",12:00 PM,Sat,(4) Texas Christian,29,@,Baylor,28,
781,770,13,"Nov 19, 2022",5:00 PM,Sat,Texas State,16,,Arkansas State,13,
782,771,13,"Nov 19, 2022",7:00 PM,Sat,Texas Tech,14,@,Iowa State,10,
