,Rk,Wk,Date,Time,Day,Winner,Pts,Unnamed: 7,Loser,Pts.1,Notes
608,599,11,"Nov 5, 2022",11:30 AM,Sat,Air Force,13,N,Army,7,
609,600,11,"Nov 5, 2022",3:00 PM,Sat,Baylor,38,@,Oklahoma,35,
610,601,11,"Nov 5, 2022",7:00 PM,Sat,Brigham Young,31,@,Boise State,28,
611,602,11,"Nov 5, 2022",3:30 PM,Sat,(25) Central Florida,35,@,Memphis,28,
612,603,11,"Nov 5, 2022",4:00 PM,Sat,Cincinnati,20,,Navy,10,
613,604,11,"Nov 5, 2022",12:00 PM,Sat,Florida,41,@,Texas A&M,24,
614,605,11,"Nov 5, 2022",7:30 PM,Sat,Florida State,45,@,Miami (FL),3,
615,606,11,"Nov 5, 2022",10:30 PM,Sat,Fresno State,55,,Hawaii,13,
616,607,11,"Nov 5, 2022",3:30 PM,Sat,(1) Georgia,27,,(2) Tennessee,13,
617,608,11,"Nov 5, 2022",3:00 PM,Sat,Georgia State,42,@,Southern Mississippi,14,
618,609,11,"Nov 5, 2022",12:30 PM,Sat,Georgia Tech,28,@,Virginia Tech,27,
619,610,11,"Nov 5, 2022",12:00 PM,Sat,Iowa,24,@,Purdue,3,
620,611,11,"Nov 5, 2022",3:30 PM,Sat,Iowa State,31,,West Virginia,14,
621,612,11,"Nov 5, 2022",3:30 PM,Sat,Kansas,37,,(18) Oklahoma State,16,
622,613,11,"Nov 5, 2022",12:00 PM,Sat,Kentucky,21,@,Missouri,17,
623,614,11,"Nov 5, 2022",4:00 PM,Sat,(23) Liberty,21,@,Arkansas,19,
624,615,11,"Nov 5, 2022",7:00 PM,Sat,(15) Louisiana State,32,,(6) Alabama,31,
625,616,11,"Nov 5, 2022",3:00 PM,Sat,Louisiana Tech,40,,Middle Tennessee State,24,
626,617,11,"Nov 5, 2022",5:00 PM,Sat,Louisiana-Monroe,31,,Texas State,30,
627,618,11,"Nov 5, 2022",7:30 PM,Sat,Louisville,34,,James Madison,10,
628,619,11,"Nov 5, 2022",2:00 PM,Sat,Marshall,12,@,Old Dominion,0,
629,620,11,"Nov 5, 2022",7:30 PM,Sat,(4) Michigan,52,@,Rutgers,17,
630,621,11,"Nov 5, 2022",3:30 PM,Sat,Michigan State,23,@,(14) Illinois,15,
631,622,11,"Nov 5, 2022",12:00 PM,Sat,Minnesota,20,@,Nebraska,13,
632,623,11,"Nov 5, 2022",7:30 PM,Sat,Mississippi State,39,,Auburn,33,
633,624,11,"Nov 5, 2022",12:00 PM,Sat,(17) North Carolina,31,@,Virginia,28,
634,625,11,"Nov 5, 2022",8:00 PM,Sat,(21) North Carolina State,30,,(20) Wake Forest,21,
635,626,11,"Nov 5, 2022",4:00 PM,Sat,North Texas,52,,Florida International,14,
636,627,11,"Nov 5, 2022",7:30 PM,Sat,Notre Dame,35,,(5) Clemson,14,
637,628,11,"Nov 5, 2022",12:00 PM,Sat,(2) Ohio State,21,@,Northwestern,7,
638,629,11,"Nov 5, 2022",3:30 PM,Sat,(8) Oregon,49,@,Colorado,10,
639,630,11,"Nov 5, 2022",3:30 PM,Sat,(16) Penn State,45,@,Indiana,14,
640,631,11,"Nov 5, 2022",3:30 PM,Sat,Pittsburgh,19,,(22) Syracuse,9,
641,632,11,"Nov 5, 2022",7:00 PM,Sat,San Diego State,14,,Nevada-Las Vegas,10,
642,633,11,"Nov 5, 2022",10:30 PM,Sat,San Jose State,28,,Colorado State,16,
643,634,11,"Nov 5, 2022",4:00 PM,Sat,South Alabama,38,@,Georgia Southern,31,
644,635,11,"Nov 5, 2022",7:30 PM,Sat,South Carolina,38,@,Vanderbilt,27,
645,636,11,"Nov 5, 2022",10:30 PM,Sat,(9) Southern California,41,,California,35,
646,637,11,"Nov 5, 2022",7:00 PM,Sat,Southern Methodist,77,,Houston,63,
647,638,11,"Nov 5, 2022",2:00 PM,Sat,Temple,54,,South Florida,28,
648,639,11,"Nov 5, 2022",7:00 PM,Sat,Texas,34,@,(13) Kansas State,27,
649,640,11,"Nov 5, 2022",12:00 PM,Sat,(7) Texas Christian,34,,Texas Tech,24,
650,641,11,"Nov 5, 2022",3:30 PM,Sat,Texas-San Antonio,44,@,Alabama-Birmingham,38,
651,642,11,"Nov 5, 2022",5:00 PM,Sat,Troy,23,@,Louisiana,17,
652,643,11,"Nov 5, 2022",12:00 PM,Sat,(19) Tulane,27,@,Tulsa,13,
653,644,11,"Nov 5, 2022",9:30 PM,Sat,(10) UCLA,50,@,Arizona State,36,
654,645,11,"Nov 5, 2022",7:30 PM,Sat,(12) Utah,45,,Arizona,20,
655,646,11,"Nov 5, 2022",3:30 PM,Sat,Utah State,27,,New Mexico,10,
656,647,11,"Nov 5, 2022",3:30 PM,Sat,Washington State,52,@,Stanford,14,
657,648,11,"Nov 5, 2022",12:00 PM,Sat,Western Kentucky,59,@,Charlotte,7,
658,649,11,"Nov 5, 2022",12:00 PM,Sat,Wisconsin,23,,Maryland,10,
