,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,Arena,Notes
16,"Fri, Feb 3, 2023",7:00p,Charlotte Hornets,,Detroit Pistons,,,,,Little Caesars Arena,
17,"Fri, Feb 3, 2023",7:00p,Sacramento Kings,,Indiana Pacers,,,,,Gainbridge Fieldhouse,
18,"Fri, Feb 3, 2023",7:00p,Portland Trail Blazers,,Washington Wizards,,,,,Capital One Arena,
19,"Fri, Feb 3, 2023",7:30p,Phoenix Suns,,Boston Celtics,,,,,TD Garden,
20,"Fri, Feb 3, 2023",8:00p,Toronto Raptors,,Houston Rockets,,,,,Toyota Center,
21,"Fri, Feb 3, 2023",8:00p,Orlando Magic,,Minnesota Timberwolves,,,,,Target Center,
22,"Fri, Feb 3, 2023",8:00p,Philadelphia 76ers,,San Antonio Spurs,,,,,AT&T Center,
23,"Fri, Feb 3, 2023",9:00p,Atlanta Hawks,,Utah Jazz,,,,,Vivint Arena,
