,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,Arena,Notes
114,"Thu, Feb 16, 2023",7:30p,Milwaukee Bucks,,Chicago Bulls,,,,,United Center,
115,"Thu, Feb 16, 2023",8:00p,Washington Wizards,,Minnesota Timberwolves,,,,,Target Center,
116,"Thu, Feb 16, 2023",10:00p,Los Angeles Clippers,,Phoenix Suns,,,,,Footprint Center,
