,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,Arena,Notes
134,"Sat, Feb 25, 2023",12:00p,Toronto Raptors,,Detroit Pistons,,,,,Little Caesars Arena,
135,"Sat, Feb 25, 2023",7:00p,Miami Heat,,Charlotte Hornets,,,,,Spectrum Center,
136,"Sat, Feb 25, 2023",7:00p,Indiana Pacers,,Orlando Magic,,,,,Amway Center,
137,"Sat, Feb 25, 2023",7:30p,New Orleans Pelicans,,New York Knicks,,,,,Madison Square Garden (IV),
138,"Sat, Feb 25, 2023",8:00p,Denver Nuggets,,Memphis Grizzlies,,,,,FedEx Forum,
139,"Sat, Feb 25, 2023",8:30p,Boston Celtics,,Philadelphia 76ers,,,,,Wells Fargo Center,
140,"Sat, Feb 25, 2023",9:00p,San Antonio Spurs,,Utah Jazz,,,,,Vivint Arena,
