,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,Arena,Notes
39,"Mon, Feb 6, 2023",7:00p,Boston Celtics,,Detroit Pistons,,,,,Little Caesars Arena,
40,"Mon, Feb 6, 2023",7:00p,Cleveland Cavaliers,,Washington Wizards,,,,,Capital One Arena,
41,"Mon, Feb 6, 2023",7:30p,Los Angeles Clippers,,Brooklyn Nets,,,,,Barclays Center,
42,"Mon, Feb 6, 2023",8:00p,San Antonio Spurs,,Chicago Bulls,,,,,United Center,
43,"Mon, Feb 6, 2023",8:00p,Sacramento Kings,,Houston Rockets,,,,,Toyota Center,
44,"Mon, Feb 6, 2023",9:00p,Dallas Mavericks,,Utah Jazz,,,,,Vivint Arena,
45,"Mon, Feb 6, 2023",10:00p,Oklahoma City Thunder,,Golden State Warriors,,,,,Chase Center,
46,"Mon, Feb 6, 2023",10:00p,Milwaukee Bucks,,Portland Trail Blazers,,,,,Moda Center,
