,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,Arena,Notes
213,"Thu, Mar 30, 2023",7:30p,Boston Celtics,,Milwaukee Bucks,,,,,Fiserv Forum,
214,"Thu, Mar 30, 2023",10:00p,New Orleans Pelicans,,Denver Nuggets,,,,,Ball Arena,
