,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,Arena,Notes
24,"Sat, Feb 4, 2023",6:00p,Washington Wizards,,Brooklyn Nets,,,,,Barclays Center,
25,"Sat, Feb 4, 2023",7:00p,Phoenix Suns,,Detroit Pistons,,,,,Little Caesars Arena,
26,"Sat, Feb 4, 2023",7:00p,Los Angeles Clippers,,New York Knicks,,,,,Madison Square Garden (IV),
27,"Sat, Feb 4, 2023",8:00p,Portland Trail Blazers,,Chicago Bulls,,,,,United Center,
28,"Sat, Feb 4, 2023",8:00p,Miami Heat,,Milwaukee Bucks,,,,,Fiserv Forum,
29,"Sat, Feb 4, 2023",8:00p,Los Angeles Lakers,,New Orleans Pelicans,,,,,Smoothie King Center,
30,"Sat, Feb 4, 2023",8:00p,Houston Rockets,,Oklahoma City Thunder,,,,,Paycom Center,
31,"Sat, Feb 4, 2023",8:30p,Dallas Mavericks,,Golden State Warriors,,,,,Chase Center,
32,"Sat, Feb 4, 2023",9:00p,Atlanta Hawks,,Denver Nuggets,,,,,Ball Arena,
