,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,Arena,Notes
58,"Mon, Jan 9, 2023",7:00p,New Orleans Pelicans,,Washington Wizards,,,,,Capital One Arena,
59,"Mon, Jan 9, 2023",7:30p,Chicago Bulls,,Boston Celtics,,,,,TD Garden,
60,"Mon, Jan 9, 2023",7:30p,Milwaukee Bucks,,New York Knicks,,,,,Madison Square Garden (IV),
61,"Mon, Jan 9, 2023",8:00p,San Antonio Spurs,,Memphis Grizzlies,,,,,FedEx Forum,
62,"Mon, Jan 9, 2023",9:00p,Los Angeles Lakers,,Denver Nuggets,,,,,Ball Arena,
63,"Mon, Jan 9, 2023",10:00p,Orlando Magic,,Sacramento Kings,,,,,Golden 1 Center,
