,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,Arena,Notes
197,"Tue, Mar 28, 2023",7:00p,Boston Celtics,,Washington Wizards,,,,,Capital One Arena,
198,"Tue, Mar 28, 2023",7:30p,Cleveland Cavaliers,,Atlanta Hawks,,,,,State Farm Arena,
199,"Tue, Mar 28, 2023",7:30p,Miami Heat,,Toronto Raptors,,,,,Scotiabank Arena,
200,"Tue, Mar 28, 2023",8:00p,Orlando Magic,,Memphis Grizzlies,,,,,FedEx Forum,
201,"Tue, Mar 28, 2023",8:00p,Charlotte Hornets,,Oklahoma City Thunder,,,,,Paycom Center,
202,"Tue, Mar 28, 2023",10:00p,New Orleans Pelicans,,Golden State Warriors,,,,,Chase Center,
