,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,Arena,Notes
17,"Fri, Nov 4, 2022",7:00p,Cleveland Cavaliers,112.0,Detroit Pistons,88.0,Box Score,,18744.0,Little Caesars Arena,
18,"Fri, Nov 4, 2022",7:00p,Miami Heat,99.0,Indiana Pacers,101.0,Box Score,,13141.0,Gainbridge Fieldhouse,
19,"Fri, Nov 4, 2022",7:00p,New York Knicks,106.0,Philadelphia 76ers,104.0,Box Score,,20679.0,Wells Fargo Center,
20,"Fri, Nov 4, 2022",7:00p,Brooklyn Nets,128.0,Washington Wizards,86.0,Box Score,,17258.0,Capital One Arena,
21,"Fri, Nov 4, 2022",7:30p,Chicago Bulls,119.0,Boston Celtics,123.0,Box Score,,19156.0,TD Garden,
22,"Fri, Nov 4, 2022",8:00p,Charlotte Hornets,99.0,Memphis Grizzlies,130.0,Box Score,,17187.0,FedEx Forum,
23,"Fri, Nov 4, 2022",8:00p,Los Angeles Clippers,113.0,San Antonio Spurs,106.0,Box Score,,12603.0,AT&T Center,
24,"Fri, Nov 4, 2022",8:30p,Toronto Raptors,110.0,Dallas Mavericks,111.0,Box Score,,20177.0,American Airlines Center,
25,"Fri, Nov 4, 2022",8:30p,Golden State Warriors,105.0,New Orleans Pelicans,114.0,Box Score,,18451.0,Smoothie King Center,
26,"Fri, Nov 4, 2022",10:00p,Milwaukee Bucks,115.0,Minnesota Timberwolves,102.0,Box Score,,17136.0,Target Center,
27,"Fri, Nov 4, 2022",10:00p,Portland Trail Blazers,108.0,Phoenix Suns,106.0,Box Score,,17071.0,Footprint Center,
28,"Fri, Nov 4, 2022",10:30p,Utah Jazz,130.0,Los Angeles Lakers,116.0,Box Score,,18997.0,Crypto.com Arena,
