,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,Arena,Notes
19,"Sun, Dec 4, 2022",3:30p,Denver Nuggets,,New Orleans Pelicans,,,,,Smoothie King Center,
20,"Sun, Dec 4, 2022",4:00p,Phoenix Suns,,San Antonio Spurs,,,,,AT&T Center,
21,"Sun, Dec 4, 2022",6:00p,Boston Celtics,,Brooklyn Nets,,,,,Barclays Center,
22,"Sun, Dec 4, 2022",6:00p,Memphis Grizzlies,,Detroit Pistons,,,,,Little Caesars Arena,
23,"Sun, Dec 4, 2022",6:00p,Cleveland Cavaliers,,New York Knicks,,,,,Madison Square Garden (IV),
24,"Sun, Dec 4, 2022",6:00p,Chicago Bulls,,Sacramento Kings,,,,,Golden 1 Center,
25,"Sun, Dec 4, 2022",6:00p,Los Angeles Lakers,,Washington Wizards,,,,,Capital One Arena,
26,"Sun, Dec 4, 2022",9:00p,Indiana Pacers,,Portland Trail Blazers,,,,,Moda Center,
