,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,Arena,Notes
28,"Wed, Apr 5, 2023",7:00p,Brooklyn Nets,,Detroit Pistons,,,,,Little Caesars Arena,
29,"Wed, Apr 5, 2023",7:00p,New York Knicks,,Indiana Pacers,,,,,Gainbridge Fieldhouse,
30,"Wed, Apr 5, 2023",7:30p,Washington Wizards,,Atlanta Hawks,,,,,State Farm Arena,
31,"Wed, Apr 5, 2023",7:30p,Toronto Raptors,,Boston Celtics,,,,,TD Garden,
32,"Wed, Apr 5, 2023",7:30p,Chicago Bulls,,Milwaukee Bucks,,,,,Fiserv Forum,
33,"Wed, Apr 5, 2023",8:00p,Memphis Grizzlies,,New Orleans Pelicans,,,,,Smoothie King Center,
34,"Wed, Apr 5, 2023",8:30p,Sacramento Kings,,Dallas Mavericks,,,,,American Airlines Center,
35,"Wed, Apr 5, 2023",10:00p,Los Angeles Lakers,,Los Angeles Clippers,,,,,Crypto.com Arena,
