,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,Arena,Notes
49,"Thu, Dec 8, 2022",7:30p,Los Angeles Clippers,,Miami Heat,,,,,FTX Arena,
50,"Thu, Dec 8, 2022",8:30p,Houston Rockets,,San Antonio Spurs,,,,,AT&T Center,
51,"Thu, Dec 8, 2022",10:00p,Denver Nuggets,,Portland Trail Blazers,,,,,Moda Center,
