,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,Arena,Notes
87,"Sun, Oct 30, 2022",3:00p,New Orleans Pelicans,112,Los Angeles Clippers,91,Box Score,,18142.0,Crypto.com Arena,
88,"Sun, Oct 30, 2022",6:00p,Washington Wizards,94,Boston Celtics,112,Box Score,,19156.0,TD Garden,
89,"Sun, Oct 30, 2022",6:00p,New York Knicks,108,Cleveland Cavaliers,121,Box Score,,19432.0,Rocket Mortgage Fieldhouse,
90,"Sun, Oct 30, 2022",6:00p,Golden State Warriors,114,Detroit Pistons,128,Box Score,,20190.0,Little Caesars Arena,
91,"Sun, Oct 30, 2022",7:00p,Minnesota Timberwolves,98,San Antonio Spurs,107,Box Score,,15053.0,AT&T Center,
92,"Sun, Oct 30, 2022",7:30p,Orlando Magic,105,Dallas Mavericks,114,Box Score,,20042.0,American Airlines Center,
93,"Sun, Oct 30, 2022",9:00p,Houston Rockets,109,Phoenix Suns,124,Box Score,,17071.0,Footprint Center,
94,"Sun, Oct 30, 2022",9:30p,Denver Nuggets,110,Los Angeles Lakers,121,Box Score,,18997.0,Crypto.com Arena,
