,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,Arena,Notes
38,"Mon, Mar 6, 2023",7:00p,Boston Celtics,,Cleveland Cavaliers,,,,,Rocket Mortgage Fieldhouse,
39,"Mon, Mar 6, 2023",7:00p,Philadelphia 76ers,,Indiana Pacers,,,,,Gainbridge Fieldhouse,
40,"Mon, Mar 6, 2023",7:00p,Milwaukee Bucks,,Washington Wizards,,,,,Capital One Arena,
41,"Mon, Mar 6, 2023",7:30p,Atlanta Hawks,,Miami Heat,,,,,FTX Arena,
42,"Mon, Mar 6, 2023",9:00p,Toronto Raptors,,Denver Nuggets,,,,,Ball Arena,
43,"Mon, Mar 6, 2023",10:00p,New Orleans Pelicans,,Sacramento Kings,,,,,Golden 1 Center,
