,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,Arena,Notes
99,"Thu, Dec 15, 2022",8:00p,Miami Heat,,Houston Rockets,,,,,Toyota Center,
100,"Thu, Dec 15, 2022",8:00p,Milwaukee Bucks,,Memphis Grizzlies,,,,,FedEx Forum,
101,"Thu, Dec 15, 2022",9:00p,New Orleans Pelicans,,Utah Jazz,,,,,Vivint Arena,
102,"Thu, Dec 15, 2022",10:30p,Phoenix Suns,,Los Angeles Clippers,,,,,Crypto.com Arena,
