,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,Arena,Notes
118,"Tue, Jan 17, 2023",7:30p,Toronto Raptors,,Milwaukee Bucks,,,,,Fiserv Forum,
119,"Tue, Jan 17, 2023",8:00p,Brooklyn Nets,,San Antonio Spurs,,,,,AT&T Center,
120,"Tue, Jan 17, 2023",9:00p,Portland Trail Blazers,,Denver Nuggets,,,,,Ball Arena,
121,"Tue, Jan 17, 2023",10:00p,Philadelphia 76ers,,Los Angeles Clippers,,,,,Crypto.com Arena,
