,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,Arena,Notes
150,"Mon, Feb 27, 2023",7:00p,Detroit Pistons,,Charlotte Hornets,,,,,Spectrum Center,
151,"Mon, Feb 27, 2023",7:00p,Miami Heat,,Philadelphia 76ers,,,,,Wells Fargo Center,
152,"Mon, Feb 27, 2023",7:30p,Boston Celtics,,New York Knicks,,,,,Madison Square Garden (IV),
153,"Mon, Feb 27, 2023",8:00p,Orlando Magic,,New Orleans Pelicans,,,,,Smoothie King Center,
