,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,Arena,Notes
86,"Sun, Feb 12, 2023",2:00p,Memphis Grizzlies,,Boston Celtics,,,,,TD Garden,
87,"Sun, Feb 12, 2023",3:00p,Detroit Pistons,,Toronto Raptors,,,,,Scotiabank Arena,
