,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,Arena,Notes
52,"Sat, Apr 8, 2023",3:30p,Denver Nuggets,,Utah Jazz,,,,,Vivint Arena,
53,"Sat, Apr 8, 2023",4:00p,Portland Trail Blazers,,Los Angeles Clippers,,,,,Crypto.com Arena,
54,"Sat, Apr 8, 2023",4:00p,Minnesota Timberwolves,,San Antonio Spurs,,,,,Moody Center,
