,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,Arena,Notes
36,"Thu, Apr 6, 2023",7:00p,Cleveland Cavaliers,,Orlando Magic,,,,,Amway Center,
37,"Thu, Apr 6, 2023",7:30p,Miami Heat,,Philadelphia 76ers,,,,,Wells Fargo Center,
38,"Thu, Apr 6, 2023",8:00p,Portland Trail Blazers,,San Antonio Spurs,,,,,Moody Center,
39,"Thu, Apr 6, 2023",9:00p,Oklahoma City Thunder,,Utah Jazz,,,,,Vivint Arena,
40,"Thu, Apr 6, 2023",10:00p,Denver Nuggets,,Phoenix Suns,,,,,Footprint Center,
