,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,Arena,Notes
152,"Sun, Jan 22, 2023",3:30p,New Orleans Pelicans,,Miami Heat,,,,,FTX Arena,
153,"Sun, Jan 22, 2023",6:00p,New York Knicks,,Toronto Raptors,,,,,Scotiabank Arena,
154,"Sun, Jan 22, 2023",7:30p,Los Angeles Clippers,,Dallas Mavericks,,,,,American Airlines Center,
155,"Sun, Jan 22, 2023",8:00p,Oklahoma City Thunder,,Denver Nuggets,,,,,Ball Arena,
156,"Sun, Jan 22, 2023",8:00p,Memphis Grizzlies,,Phoenix Suns,,,,,Footprint Center,
157,"Sun, Jan 22, 2023",8:30p,Brooklyn Nets,,Golden State Warriors,,,,,Chase Center,
158,"Sun, Jan 22, 2023",9:00p,Los Angeles Lakers,,Portland Trail Blazers,,,,,Moda Center,
